#,Governor ID,Governor Name,Camp,KD,Power,Power Diff,KP,T4,T5,Dead,Acclaim,Healed,DKP,Trades,Credit Score,Kill Points,Death Points,Heal Points
2836,206904129,Piligrim Vet,VII,3875,22677653,4578917,15403,1369,0,0,0,96104,5476,,0,,,
2869,206313797,dwfarm,VII,3875,16888989,1761153,9220,922,0,0,0,206840,3688,,0,,,
2872,206320758,dwfarm1,VII,3875,13407185,174724,8900,890,0,0,0,63876,3560,,0,,,
2946,215314406,ᴰʷfillybot,VII,3875,7202915,1170144,1250,125,0,0,0,40435,500,,0,,,
2961,207578545,palayopacl,VII,3875,1532172,0,0,0,0,0,0,0,0,,0,,,
2975,206900782,cheesefromtheba,VII,3875,5155343,0,0,0,0,0,0,0,0,,0,,,
2980,206884785,Yazid 213,VII,3875,11627102,1916258,0,0,0,0,0,235,0,,0,,,
2986,206959845,Em  xin thua 27,VII,3875,4660111,149163,0,0,0,0,0,555,0,,0,,,
2990,207541394,g4w4t,VII,3875,13416646,1851530,0,0,0,0,0,71237,0,,0,,,
3002,207579442,patriciooo,VII,3875,1605486,0,0,0,0,0,0,0,0,,0,,,
3004,206155910,๛Devill V3 ㋡,VII,3875,1415709,0,0,0,0,0,0,0,0,,0,,,
3016,206884242,ᵀᴷ Hz,VII,3875,1004865,0,0,0,0,0,0,0,0,,0,,,
3022,206955069,Paulsen,VII,3875,1043674,0,0,0,0,0,0,0,0,,0,,,
3024,210874871,Susanix die 3te,VII,3875,4411020,169114,0,0,0,0,0,0,0,,0,,,
3028,207429017,momiziファーム,VII,3875,6214904,0,0,0,0,0,0,0,0,,0,,,
3037,205777044,putchiakelx,VII,3875,21565245,0,0,0,0,0,0,0,0,,0,,,
3040,208754330,Lupus・ナザリック,VII,3875,7457734,195938,0,0,0,0,0,0,0,,0,,,
3048,206194053,jere04,VII,3875,24353391,1965728,0,0,0,0,0,74601,0,,0,,,
3059,203874500,AnhThưii,VII,3875,25128706,0,0,0,0,0,0,0,0,,0,,,
3061,203810846,itachi nogay,VII,3875,6086086,76472,0,0,0,0,0,0,0,,0,,,
3078,207917247,L U B U,VII,3875,8907018,0,0,0,0,0,0,0,0,,0,,,
3080,202937765,РeonyF11,VII,3875,1120893,0,0,0,0,0,0,0,0,,0,,,
3081,206888562,Graaester farm2,VII,3875,2271019,0,0,0,0,0,0,0,0,,0,,,
3083,206966828,Kamal304,VII,3875,7455791,0,0,0,0,0,0,0,0,,0,,,
3101,206312244,ᴺˣSown 乂,VII,3875,20921204,0,0,0,0,0,0,0,0,,0,,,
3114,206925920,Charklesworth,VII,3875,16934043,2479399,0,0,0,0,0,158179,0,,0,,,
3126,206923918,Aguy34,VII,3875,17084185,0,0,0,0,0,0,0,0,,0,,,
3129,208203933,SoxTeyFarmCorn5,VII,3875,2529032,0,0,0,0,0,0,0,0,,0,,,
3136,203686812,Tảo 1,VII,3875,4960761,1310646,0,0,0,0,0,2780,0,,0,,,
3140,206931998,Fenix7v7,VII,3875,1372596,0,0,0,0,0,0,0,0,,0,,,
3156,215321379,Châu Á 1,VII,3875,5844790,1012573,0,0,0,0,0,63234,0,,0,,,
3164,206937317,Mtx Kingdo,VII,3875,6279294,190704,0,0,0,0,0,958,0,,0,,,
3176,206432801,WildHeart,VII,3875,1743253,0,0,0,0,0,0,0,0,,0,,,
3186,206906316,Abu Lintang,VII,3875,1788296,127937,138115,0,0,0,0,100089,0,,0,,,
3187,207470888,đmẹbọnRKRR,VII,3875,14818406,0,0,0,0,0,0,0,0,,0,,,
3222,209796003,ben88f,VII,3875,11960425,465148,0,0,0,0,0,4593,0,,0,,,
3228,206897855,YuannJaxxon,VII,3875,11912925,2049501,0,0,0,0,0,33479,0,,0,,,
3239,203777412,ALLWL,VII,3875,2855599,1089940,0,0,0,0,0,3865,0,,0,,,
3244,204197783,ﷻTENTEK BALA,VII,3875,22941502,0,0,0,0,0,0,0,0,,0,,,
3256,206383560,Yami Sukehirø,VII,3875,9098759,0,0,0,0,0,0,0,0,,0,,,
3262,206917695,máximo meridiu,VII,3875,1294949,0,0,0,0,0,0,0,0,,0,,,
3271,206090592,Albedo・ナザリック,VII,3875,9637319,-319235,0,0,0,0,0,0,0,,0,,,
3282,205361135,Fabricious Farm,VII,3875,4695286,1155740,0,0,0,0,0,0,0,,0,,,
3292,206902211,Hawkhurst,VII,3875,11415926,1990426,0,0,0,0,0,1053,0,,0,,,
3294,208120281,S440DARA 35,VII,3875,3048445,0,0,0,0,0,0,0,0,,0,,,
3319,205672868,Riderken2,VII,3875,5833376,719871,0,0,0,0,0,0,0,,0,,,
3352,215096397,VëNoOM F6,VII,3875,1132569,120363,0,0,0,0,0,1077,0,,0,,,
3357,209717032,こころこころこころ,VII,3875,859657,63038,0,0,0,0,0,0,0,,0,,,
3362,210374382,午後TEA,VII,3875,3521146,443446,0,0,0,0,0,10832,0,,0,,,
3367,217095658,Fransiscoo 1,VII,3875,1671146,465142,0,0,0,0,0,0,0,,0,,,
3370,206916798,rokx02,VII,3875,6982124,0,0,0,0,0,0,0,0,,0,,,
3385,206917571,gxdag05,VII,3875,6368148,0,0,0,0,0,0,0,0,,0,,,
3393,220823491,EllaFarm1,VII,3875,2617331,885442,0,0,0,0,0,13,0,,0,,,
3394,208532424,mrムcỏ V,VII,3875,3377421,199235,0,0,0,0,0,0,0,,0,,,
3395,206956196,Stevie Wonder 0,VII,3875,10792399,2394098,0,0,0,0,0,16047,0,,0,,,
3405,206888865,511DARK,VII,3875,1140453,0,0,0,0,0,0,0,0,,0,,,
3407,206361412,CauBeChanCuu,VII,3875,14459428,0,0,0,0,0,0,0,0,,0,,,
3415,206920583,Pro Umuto,VII,3875,1622857,0,0,0,0,0,0,0,0,,0,,,
3455,206926745,EL 1CO,VII,3875,9543287,302720,0,0,0,0,0,1769,0,,0,,,
3460,206889979,davide89,VII,3875,1532921,109306,0,0,0,0,0,56049,0,,0,,,
3467,206903784,メMarshallDTeach,VII,3875,2427103,0,0,0,0,0,0,0,0,,0,,,
3483,206550749,zeroD11,VII,3875,2969076,2500,0,0,0,0,0,0,0,,0,,,
3488,206921181,Chio Sun,VII,3875,9364256,1480828,0,0,0,0,0,28678,0,,0,,,
3498,205216993,Yupx3 Bull Dog,VII,3875,8860731,0,0,0,0,0,0,0,0,,0,,,
3514,163056016,Thống đốc163056016,VII,3875,1262204,0,0,0,0,0,0,0,0,,0,,,
3517,215369634,Châu Âu 1,VII,3875,5942734,1460782,0,0,0,0,0,59656,0,,0,,,
3523,207512360,McDizzel15,VII,3875,20945179,970800,0,0,0,0,0,1748,0,,0,,,
3524,208262429,Rider ken 1,VII,3875,5610639,769746,0,0,0,0,0,0,0,,0,,,
3529,206518845,raamm,VII,3875,19209554,0,0,0,0,0,0,0,0,,0,,,
3535,220825692,EllaFarm3,VII,3875,2925136,1036078,0,0,0,0,0,0,0,,0,,,
3539,206958427,Stason80,VII,3875,18398149,2666547,0,0,0,0,0,34749,0,,0,,,
3544,211496063,Chizu・ナザリック,VII,3875,4806270,0,0,0,0,0,0,0,0,,0,,,
3551,211706888,bnk36,VII,3875,2190501,253214,0,0,0,0,0,0,0,,0,,,
3560,197022402,ᴰʷJEFFER,VII,3875,12548637,0,0,0,0,0,0,0,0,,0,,,
3561,206948723,Godfather,VII,3875,1998350,0,0,0,0,0,0,0,0,,0,,,
3574,206885475,bryanhuhu,VII,3875,1290347,0,0,0,0,0,0,0,0,,0,,,
3586,206930199,Warning jump,VII,3875,1983371,414193,0,0,0,0,0,0,0,,0,,,
3589,206901871,H271077,VII,3875,11957321,2139116,0,0,0,0,0,29383,0,,0,,,
3595,208201600,AlejandroFarm21,VII,3875,1305854,0,0,0,0,0,0,0,0,,0,,,
3616,206463729,BAYBARS FRED,VII,3875,1812154,0,0,0,0,0,0,0,0,,0,,,
3618,206222390,farm chimeng,VII,3875,5889819,0,0,0,0,0,0,0,0,,0,,,
3619,206392914,hdjsjs,VII,3875,1886449,0,0,0,0,0,0,0,0,,0,,,
3630,206838141,Budweizer09,VII,3875,6017379,0,0,0,0,0,0,0,0,,0,,,
3631,206921530,egmnnk,VII,3875,1580966,0,0,0,0,0,0,0,0,,0,,,
3632,206935676,Ironlord117,VII,3875,1499780,0,0,0,0,0,0,0,0,,0,,,
3637,206375915,ᵀя ŘÊŸ,VII,3875,9761800,113295,0,0,0,0,0,88,0,,0,,,
3638,206459221,SoxTeyFarmCorn4,VII,3875,3479320,0,0,0,0,0,0,0,0,,0,,,
3639,206955374,thik game,VII,3875,3148689,0,0,0,0,0,0,0,0,,0,,,
3645,203775817,0 ري rey,VII,3875,29880416,34320,0,0,0,0,0,2205,0,,0,,,
3655,206962950,EMİRHAN BEST,VII,3875,1324624,0,0,0,0,0,0,0,0,,0,,,
3669,207578315,florencio,VII,3875,1607760,0,0,0,0,0,0,0,0,,0,,,
3670,205648241,๛Devill V6 ㋡,VII,3875,2090950,0,0,0,0,0,0,0,0,,0,,,
3672,211195336,彩茶tea,VII,3875,3042375,276405,0,0,0,0,0,12062,0,,0,,,
3676,205281042,kurt 1977,VII,3875,16235978,1818177,0,0,0,0,0,39148,0,,0,,,
3677,206318753,Patron300,VII,3875,2757680,0,0,0,0,0,0,0,0,,0,,,
3692,206312249,nguyen rok1,VII,3875,5707668,0,0,0,0,0,0,0,0,,0,,,
3693,206176391,UKRA,VII,3875,17961907,538833,0,0,0,0,0,0,0,,0,,,
3694,213122963,ᴰʷbitya farm,VII,3875,10066229,1119423,0,0,0,0,0,17758,0,,0,,,
3700,205276881,ワ Riyu2,VII,3875,22865849,492536,0,0,0,0,0,8239,0,,0,,,
3709,206957794,グエン ヒエン,VII,3875,22114976,2830117,0,0,0,0,0,30247,0,,0,,,
3728,206946151,generalpalku,VII,3875,5368424,0,0,0,0,0,0,0,0,,0,,,
3733,206891412,ᴿᴿStorm,VII,3875,2097431,0,0,0,0,0,0,0,0,,0,,,
3764,206889168,DiepVuong farm6,VII,3875,1727756,0,0,0,0,0,0,0,0,,0,,,
3774,206886168,HànTínLG,VII,3875,1632924,7050,0,0,0,0,0,0,0,,0,,,
3778,206914546,WetFart2,VII,3875,1411509,0,0,0,0,0,0,0,0,,0,,,
3786,206935347,XTwin Flames,VII,3875,3583388,0,0,0,0,0,0,0,0,,0,,,
3787,222711464,xoken 10,VII,3875,1130043,436631,0,0,0,0,0,0,0,,0,,,
3820,206964450,Governor206964450,VII,3875,1062136,0,0,0,0,0,0,0,0,,0,,,
3822,205294011,ˢᵃʸMy Name,VII,3875,4551849,771462,0,0,0,0,0,174688,0,,0,,,
3834,206475699,The Grim Kit,VII,3875,2243720,0,0,0,0,0,0,0,0,,0,,,
3840,205361835,Rurik XVII,VII,3875,4927976,537427,0,0,0,0,0,0,0,,0,,,
3841,206935550,Pec27,VII,3875,1318006,0,0,0,0,0,0,0,0,,0,,,
3848,154864481,Vali154864481,VII,3875,1570066,0,0,0,0,0,0,0,0,,0,,,
3857,203831291,Susanix die 2te,VII,3875,4042430,155137,0,0,0,0,0,0,0,,0,,,
3859,206902524,notmeeee,VII,3875,4338959,0,0,0,0,0,0,0,0,,0,,,
3866,206929435,ᴳᴷ Đứcvn,VII,3875,9326610,0,0,0,0,0,0,0,0,,0,,,
3874,206330918,LawOsama,VII,3875,6486316,0,0,0,0,0,0,0,0,,0,,,
3890,204925640,SEA Farm09,VII,3875,3406717,694045,0,0,0,0,0,0,0,,0,,,
3891,214949018,Dantew,VII,3875,1211350,0,0,0,0,0,0,0,0,,0,,,
3893,206906330,V2Rfr,VII,3875,12772305,262448,0,0,0,0,0,52,0,,0,,,
3901,206903382,ผู้ว่าการ206903382,VII,3875,2511849,124278,0,0,0,0,0,0,0,,0,,,
3913,205091059,SEA Farm04,VII,3875,2815988,236671,0,0,0,0,0,0,0,,0,,,
3929,206953847,Rạ93,VII,3875,3943813,0,0,0,0,0,0,0,0,,0,,,
3934,205613619,Dw nickngo fram,VII,3875,10028503,2296190,0,0,0,0,0,172845,0,,0,,,
3942,207174276,亗レイカ,VII,3875,3430781,646045,0,0,0,0,0,387,0,,0,,,
3974,19423526,Vaidanex,VII,3875,15141819,0,0,0,0,0,0,0,0,,0,,,
3976,206914732,Ken AROK,VII,3875,4925678,8922,0,0,0,0,0,281,0,,0,,,
3990,215437203,COLAIGF2,VII,3875,8784241,1559825,0,0,0,0,0,0,0,,0,,,
3991,204453402,Chiken0309,VII,3875,2857436,0,0,0,0,0,0,0,0,,0,,,
3993,206889191,K39,VII,3875,16239994,3164361,0,0,0,0,0,44520,0,,0,,,
3994,212337403,JonesDag05,VII,3875,1391927,0,0,0,0,0,0,0,0,,0,,,
4000,215097568,VeNoOM F8,VII,3875,2094859,330144,0,0,0,0,0,98,0,,0,,,
4004,215885446,СерхииF,VII,3875,5811483,669321,0,0,0,0,0,2418,0,,0,,,
4021,142786736,Thống đốc142786736,VII,3875,1152331,30436,0,0,0,0,0,19077,0,,0,,,
4024,204711400,Miiaa,VII,3875,8883168,342312,0,0,0,0,0,1239,0,,0,,,
4030,206918549,Pietka,VII,3875,21469637,0,0,0,0,0,0,0,0,,0,,,
4033,182722968,City Red,VII,3875,2356695,0,0,0,0,0,0,0,0,,0,,,
4044,203903784,관우 G,VII,3875,8163525,107914,0,0,0,0,0,1251,0,,0,,,
4057,204860200,Rurik X,VII,3875,21411478,650395,0,0,0,0,0,88238,0,,0,,,
4060,203959520,なーな1030,VII,3875,6324398,0,0,0,0,0,0,0,0,,0,,,
4064,204924031,SEA Farm06,VII,3875,2800245,181679,0,0,0,0,0,0,0,,0,,,
4067,222963130,RiderKen 4,VII,3875,1755275,481860,0,0,0,0,0,0,0,,0,,,
4089,208776650,火 Dar,VII,3875,4203540,0,0,0,0,0,0,0,0,,0,,,
4113,186370211,Quyền talfarm,VII,3875,5971445,13400,0,0,0,0,0,0,0,,0,,,
4119,206348698,sownFarm,VII,3875,4349297,0,0,0,0,0,0,0,0,,0,,,
4134,206905324,SuppSunWin,VII,3875,3509731,0,0,0,0,0,0,0,0,,0,,,
4141,206622401,Cervus,VII,3875,30477224,2865597,0,0,0,0,0,0,0,,0,,,
4156,205506622,kurt 197777,VII,3875,13087405,1883249,0,0,0,0,0,28616,0,,0,,,
4159,206341327,Crit1n,VII,3875,4424926,0,0,0,0,0,0,0,0,,0,,,
4170,206915459,Governor206915459,VII,3875,1100957,254272,0,0,0,0,0,719,0,,0,,,
4171,206918712,ᴰʷRi Shin,VII,3875,20295918,0,0,0,0,0,0,0,0,,0,,,
4172,207003377,I am mie anh,VII,3875,1191546,-4435,5118,0,0,0,0,0,0,,0,,,
4187,188982671,Mèo Ami,VII,3875,5794548,164683,0,0,0,0,0,0,0,,0,,,
4197,206953778,Ben20,VII,3875,5506451,235849,0,0,0,0,0,0,0,,0,,,
4201,206887640,Nash88,VII,3875,22327612,312061,0,0,0,0,0,0,0,,0,,,
4211,206884487,RedempTion,VII,3875,17091259,111250,0,0,0,0,0,0,0,,0,,,
4214,205612223,vtt1,VII,3875,6526546,65681,0,0,0,0,0,0,0,,0,,,
4238,205505392,诺VN Proツ,VII,3875,6574779,0,0,0,0,0,0,0,0,,0,,,
4261,207225515,さくらUTA,VII,3875,2177131,146420,0,0,0,0,0,635,0,,0,,,
4265,215321392,Châu Á 2,VII,3875,5741390,1080710,0,0,0,0,0,56122,0,,0,,,
4271,207664945,Dhuncul,VII,3875,19710587,0,0,0,0,0,0,0,0,,0,,,
4275,206953324,DschingisKhagan,VII,3875,2044425,483680,0,0,0,0,0,3026,0,,0,,,
4292,206893221,oliverj,VII,3875,1076877,0,0,0,0,0,0,0,0,,0,,,
4299,206928678,jakjak1,VII,3875,1217415,0,0,0,0,0,0,0,0,,0,,,
4314,211921163,MELEKETEHE01,VII,3875,5613425,792539,0,0,0,0,0,0,0,,0,,,
4323,206155779,๛Devill V2 ㋡,VII,3875,1843378,0,0,0,0,0,0,0,0,,0,,,
4325,206449360,Asante,VII,3875,6944854,125090,0,0,0,0,0,99,0,,0,,,
4332,206912593,Đan Tử F3,VII,3875,1896894,0,0,0,0,0,0,0,0,,0,,,
4358,208262182,Jhonsnow farm,VII,3875,3346399,462171,0,0,0,0,0,6055,0,,0,,,
4368,206920555,Payitaht ömer,VII,3875,2990930,184650,0,0,0,0,0,0,0,,0,,,
4399,206954760,HungryAdamF8,VII,3875,4163872,1284238,0,0,0,0,0,242,0,,0,,,
4412,206914593,predator11,VII,3875,1450585,0,0,0,0,0,0,0,0,,0,,,
4432,206899780,Absosik,VII,3875,5803633,0,0,0,0,0,0,0,0,,0,,,
4433,206904309,veter pidor,VII,3875,21485605,2422266,0,0,0,0,0,7798,0,,0,,,
4452,206927483,ye888,VII,3875,24261535,0,0,0,0,0,0,0,0,,0,,,
4454,214438370,Z0N3 F1,VII,3875,989447,142765,0,0,0,0,0,0,0,,0,,,
4457,206940567,snaik,VII,3875,1527867,520745,0,0,0,0,0,3609,0,,0,,,
4465,206916961,sherifffs,VII,3875,1544511,0,0,0,0,0,0,0,0,,0,,,
4468,208019787,Vahag98,VII,3875,21581638,3003503,0,0,0,0,0,116313,0,,0,,,
4481,206962182,ᴰʷ ベイビーボス,VII,3875,9172803,-2531,17958,0,0,0,0,0,0,,0,,,
4505,206524394,Binz2k10farm,VII,3875,8261422,471300,0,0,0,0,0,0,0,,0,,,
4515,206923846,Pancha0897MS,VII,3875,15917459,2760789,0,0,0,0,0,0,0,,0,,,
4523,206922515,HiHiHiHaHaHa,VII,3875,22123792,4990755,0,0,0,0,0,13296,0,,0,,,
4524,204919384,SEA Farm02,VII,3875,3211948,574725,0,0,0,0,0,0,0,,0,,,
4526,206908699,ZexusHell,VII,3875,21487162,4644875,0,0,0,0,0,33764,0,,0,,,
4531,205300059,WhyMeF4,VII,3875,6708211,180001,0,0,0,0,0,3252,0,,0,,,
4539,206898982,hfjgg,VII,3875,1668992,0,0,0,0,0,0,0,0,,0,,,
4544,206204643,Smart Osos,VII,3875,18620623,4824270,0,0,0,0,0,83045,0,,0,,,
4577,206949058,KUYAP,VII,3875,3894720,0,0,0,0,0,0,0,0,,0,,,
4597,215160397,farm M4G0 5,VII,3875,1003247,168808,0,0,0,0,0,0,0,,0,,,
4603,205342437,Farm BN,VII,3875,5360953,611021,0,0,0,0,0,111974,0,,0,,,
4609,206951891,ХАН84,VII,3875,14923226,2987575,0,0,0,0,0,19207,0,,0,,,
4610,208116742,Svirepii,VII,3875,15675003,107199,0,0,0,0,0,0,0,,0,,,
4631,116823519,Gao chúa,VII,3875,25167443,0,0,0,0,0,0,0,0,,0,,,
4638,206955325,miss mimi,VII,3875,3655815,106635,0,0,0,0,0,0,0,,0,,,
4643,206942121,Thanhx1100,VII,3875,1747109,0,0,0,0,0,0,0,0,,0,,,
4650,206898258,frullo,VII,3875,2463027,74563,0,0,0,0,0,0,0,,0,,,
4655,206897457,tài 0679853421,VII,3875,3699415,0,0,0,0,0,0,0,0,,0,,,
4664,205688966,abu al838a3,VII,3875,8164630,252933,0,0,0,0,0,0,0,,0,,,
4681,206234502,ワ Riyu3,VII,3875,6463325,236113,0,0,0,0,0,8368,0,,0,,,
4692,206959873,Ngânngân03,VII,3875,14559334,3373992,0,0,0,0,0,877,0,,0,,,
4728,207037244,OFF FOREVER,VII,3875,21296794,0,0,0,0,0,0,0,0,,0,,,
4741,217288790,Đan Tử F2,VII,3875,1343574,0,0,0,0,0,0,0,0,,0,,,
4743,206918570,기람이,VII,3875,7252745,0,0,0,0,0,0,0,0,,0,,,
4755,206901375,Cdotct,VII,3875,954658,0,0,0,0,0,0,0,0,,0,,,
4762,211682832,bank20,VII,3875,2293121,249824,0,0,0,0,0,0,0,,0,,,
4769,206885266,TOM3923,VII,3875,1381217,0,0,0,0,0,0,0,0,,0,,,
4770,207446164,Raúl09,VII,3875,1435173,0,0,0,0,0,0,0,0,,0,,,
4773,205141451,WhyMeF3,VII,3875,6818295,76800,0,0,0,0,0,0,0,,0,,,
4783,194238601,Thống đốc194238601,VII,3875,1701583,0,0,0,0,0,0,0,0,,0,,,
4785,205608157,ThongF2P,VII,3875,25639301,1887,0,0,0,0,0,3636,0,,0,,,
4788,214456465,Grumter farm,VII,3875,2378740,57069,0,0,0,0,0,0,0,,0,,,
4793,206910019,BrysonM,VII,3875,613733,6207,0,0,0,0,0,0,0,,0,,,
4802,215422544,COLAIGF1,VII,3875,7536603,964738,0,0,0,0,0,1163,0,,0,,,
4806,206907559,Thống đốc206907559,VII,3875,4683355,0,0,0,0,0,0,0,0,,0,,,
4811,206763817,Aatii,VII,3875,1870620,0,0,0,0,0,0,0,0,,0,,,
4812,206948943,Jacob Cortez,VII,3875,1988424,0,0,0,0,0,0,0,0,,0,,,
4815,206888291,ShahBaBa,VII,3875,9254813,1620962,0,0,0,0,0,7114,0,,0,,,
4821,206894420,ᴳᴴLouis meo,VII,3875,1088103,0,0,0,0,0,0,0,0,,0,,,
4822,205037844,SEA Farm10,VII,3875,2898996,223625,0,0,0,0,0,0,0,,0,,,
4827,206961914,niki6h74,VII,3875,17120377,504054,0,0,0,0,0,0,0,,0,,,
4868,206884380,SHAMAN FARM,VII,3875,1438598,0,0,0,0,0,0,0,0,,0,,,
4869,206938100,Spaceballs One,VII,3875,6180640,698900,0,0,0,0,0,2002,0,,0,,,
4878,206036352,DTW,VII,3875,17245517,1018690,0,0,0,0,0,70069,0,,0,,,
4884,210025581,Facetrox Flll,VII,3875,1042716,0,0,0,0,0,0,0,0,,0,,,
4890,222648820,xoken 9,VII,3875,1337388,525165,0,0,0,0,0,0,0,,0,,,
4898,206188373,TOP GOLD2k6,VII,3875,19696079,0,0,0,0,0,0,0,0,,0,,,
4899,220168089,가디언즈,VII,3875,5854443,795137,0,0,0,0,0,40688,0,,0,,,
4910,207725310,CREATORᴸᴴ,VII,3875,21745238,0,0,0,0,0,0,0,0,,0,,,
4920,209713939,魔法少女まどか,VII,3875,802033,27239,0,0,0,0,0,0,0,,0,,,
4928,163205928,ㆍFrɛɛmaNㆍʚɞ,VII,3875,11782808,1146401,0,0,0,0,0,412805,0,,0,,,
4931,206944014,Gurkan s palace,VII,3875,19897492,4215584,0,0,0,0,0,56575,0,,0,,,
4941,206957872,Ömer TURHAN,VII,3875,3002492,18331,0,0,0,0,0,0,0,,0,,,
4950,205647331,Binzf9,VII,3875,2775648,0,0,0,0,0,0,0,0,,0,,,
4952,205300223,WhyMeF5,VII,3875,6664194,24000,0,0,0,0,0,0,0,,0,,,
4970,206003708,hinnos farm,VII,3875,9838632,157760,0,0,0,0,0,524,0,,0,,,
4982,206904596,ᴾᴬ Majestic,VII,3875,3493034,391059,0,0,0,0,0,4,0,,0,,,
5002,216986297,Đan Tử F1,VII,3875,1779659,0,0,0,0,0,0,0,0,,0,,,
5010,210273648,ᵀᴿBurÂk f1,VII,3875,941761,0,0,0,0,0,0,0,0,,0,,,
5026,181497264,Gobernador181497264,VII,3875,1250836,0,0,0,0,0,0,0,0,,0,,,
5028,206933813,Kaskad86,VII,3875,6953614,259880,0,0,0,0,0,1120,0,,0,,,
5036,206919921,x3nolite,VII,3875,4119801,0,0,0,0,0,0,0,0,,0,,,
5040,202738159,rinaridolbaeb13,VII,3875,3780495,0,0,0,0,0,0,0,0,,0,,,
5043,170879415,Thống đốc170879415,VII,3875,1534034,0,0,0,0,0,0,0,0,,0,,,
5049,207695300,WhyMeF6,VII,3875,6468061,21026,0,0,0,0,0,706,0,,0,,,
5055,211134452,Rismon Fucek,VII,3875,5468016,0,0,0,0,0,0,0,0,,0,,,
5063,206899396,Kagamiyolover,VII,3875,1072177,125908,2709,0,0,0,0,3777,0,,0,,,
5064,207111229,Pietka junior,VII,3875,8917515,0,0,0,0,0,0,0,0,,0,,,
5071,205229650,QA RSC F55,VII,3875,12415102,0,0,0,0,0,0,0,0,,0,,,
5105,205361092,Pandax Baby 1,VII,3875,3636194,842864,0,0,0,0,0,244734,0,,0,,,
5113,206889466,Naaba kango,VII,3875,12545523,2539126,0,0,0,0,0,0,0,,0,,,
5127,209256773,Mtx Kingdo II,VII,3875,989460,0,0,0,0,0,0,0,0,,0,,,
5130,199851286,F2pNew86,VII,3875,8724905,0,0,0,0,0,0,0,0,,0,,,
5131,207823613,FarmCOLAIG,VII,3875,10236144,852084,0,0,0,0,0,0,0,,0,,,
5134,202932007,ᴰᴹGDT,VII,3875,7205354,0,0,0,0,0,0,0,0,,0,,,
5135,206918623,Вл1992ир,VII,3875,16329052,2270886,0,0,0,0,0,3531,0,,0,,,
5137,206901519,Anmar pp,VII,3875,1003902,0,0,0,0,0,0,0,0,,0,,,
5144,215096007,VeNoOM F9,VII,3875,3398354,641155,0,0,0,0,0,3994,0,,0,,,
5148,206387603,Muheheheheee,VII,3875,1718519,0,0,0,0,0,0,0,0,,0,,,
5151,206953424,Darius theGreat,VII,3875,3998829,638218,0,0,0,0,0,1789,0,,0,,,
5161,175211284,KıllerB f7,VII,3875,1486989,0,0,0,0,0,0,0,0,,0,,,
5163,207178834,小鳩Kobato,VII,3875,814810,88101,0,0,0,0,0,425,0,,0,,,
5164,206919961,jiji13,VII,3875,2347433,0,0,0,0,0,0,0,0,,0,,,
5174,207231957,Yuki猫屋敷,VII,3875,1635232,54609,0,0,0,0,0,687,0,,0,,,
5179,206903024,Exit01,VII,3875,7874088,1090264,0,0,0,0,0,15882,0,,0,,,
5180,196966938,unp,VII,3875,18171942,266754,0,0,0,0,0,43061,0,,0,,,
5189,205207998,WhyMeF2,VII,3875,6873054,20000,0,0,0,0,0,0,0,,0,,,
5195,208155107,Taro F2,VII,3875,2091482,0,0,0,0,0,0,0,0,,0,,,
5198,215097585,VëNoOM F7,VII,3875,1430554,246900,0,0,0,0,0,1686,0,,0,,,
5199,208455497,Yazid farm,VII,3875,7059130,1004922,0,0,0,0,0,260,0,,0,,,
5204,209272336,son of ragnar,VII,3875,1516034,2519,0,0,0,0,0,0,0,,0,,,
5207,207037563,Binfarmm3,VII,3875,1278900,15033,0,0,0,0,0,0,0,,0,,,
5217,206942313,MuaDongGiaJettt,VII,3875,1275636,154721,0,0,0,0,0,54512,0,,0,,,
5252,217798404,sexy ladyim,VII,3875,721751,3300,0,0,0,0,0,0,0,,0,,,
5263,206173283,kdjdkcb,VII,3875,21030899,0,0,0,0,0,0,0,0,,0,,,
5279,206919979,GrafNeo,VII,3875,18050613,1705406,0,0,0,0,0,0,0,,0,,,
5285,206897680,风行,VII,3875,948562,0,0,0,0,0,0,0,0,,0,,,
5295,206912539,ОксиЮ,VII,3875,6299296,0,0,0,0,0,0,0,0,,0,,,
5296,201761841,个Neоn,VII,3875,11363291,0,0,0,0,0,0,0,0,,0,,,
5297,215369636,Châu Âu 3,VII,3875,6051003,1406328,0,0,0,0,0,59619,0,,0,,,
5302,203887818,REY 0,VII,3875,7996401,0,0,0,0,0,0,0,0,,0,,,
5303,206185393,Hakanotti,VII,3875,16928293,0,0,0,0,0,0,0,0,,0,,,
5305,218142512,Fulina,VII,3875,1596234,342692,0,0,0,0,0,1546,0,,0,,,
5316,206886337,Vn Tuấn,VII,3875,1376169,0,0,0,0,0,0,0,0,,0,,,
5317,202724137,Juragan  Lele,VII,3875,25875332,2563913,0,0,0,0,0,160311,0,,0,,,
5337,213794274,Rider Ken 3,VII,3875,5245364,825832,0,0,0,0,0,0,0,,0,,,
5342,206958562,Xvideos987,VII,3875,5313331,0,0,0,0,0,0,0,0,,0,,,
5343,206942008,namikazé42,VII,3875,8571490,1112014,0,0,0,0,0,1644,0,,0,,,
5363,213948870,Gubernur213948870,VII,3875,771772,0,0,0,0,0,0,0,0,,0,,,
5368,206962359,ملك الجحيم ٢٤,VII,3875,15603450,3495004,0,0,0,0,0,17916,0,,0,,,
